session,t_ros,x,y,z,yaw_deg,nearest_dense_wp,nearest_distance_m
210339_wrong_localization,1786795877.828709841,-4.959262,-3.587331,-0.086016,12.531,10,2.1470
210339_wrong_localization,1786795877.929177046,-4.959732,-3.585855,-0.085997,12.527,10,2.1455
210339_wrong_localization,1786795878.028608084,-4.961109,-3.587340,-0.084550,12.511,10,2.1460
210339_wrong_localization,1786795878.128967762,-4.964163,-3.585103,-0.083196,12.545,10,2.1424
210339_wrong_localization,1786795878.228850365,-4.960213,-3.581925,-0.082929,12.524,10,2.1420
210339_wrong_localization,1786795878.328606844,-4.958556,-3.586227,-0.083571,12.534,10,2.1465
210339_wrong_localization,1786795878.428969622,-4.960869,-3.590153,-0.083199,12.532,10,2.1484
210339_wrong_localization,1786795878.528491497,-4.960585,-3.588668,-0.085563,12.526,10,2.1473
210339_wrong_localization,1786795878.628596067,-4.961517,-3.588962,-0.084632,12.522,10,2.1471
210339_wrong_localization,1786795878.728510618,-4.961021,-3.587519,-0.082665,12.498,10,2.1462
210339_wrong_localization,1786795878.828881502,-4.958255,-3.586358,-0.083679,12.525,10,2.1468
210339_wrong_localization,1786795878.929327488,-4.958596,-3.581068,-0.083776,12.513,10,2.1423
210339_wrong_localization,1786795879.029136181,-4.958328,-3.585229,-0.085140,12.557,10,2.1458
210339_wrong_localization,1786795879.127336740,-4.955055,-3.584574,-0.084009,12.552,11,2.1471
210339_wrong_localization,1786795879.229260921,-4.954696,-3.588387,-0.085472,12.541,10,2.1505
210339_wrong_localization,1786795879.329334974,-4.953901,-3.588318,-0.084086,12.513,10,2.1509
210339_wrong_localization,1786795879.427561522,-4.958045,-3.591043,-0.084767,12.549,10,2.1507
210339_wrong_localization,1786795879.527772188,-4.959818,-3.593607,-0.083835,12.532,10,2.1518
210339_wrong_localization,1786795879.629433155,-4.957589,-3.585252,-0.083621,12.498,10,2.1463
210339_wrong_localization,1786795879.727779388,-4.956889,-3.587654,-0.083168,12.589,10,2.1486
210339_wrong_localization,1786795879.830180645,-4.961340,-3.588530,-0.085451,12.539,10,2.1468
210339_wrong_localization,1786795879.929383278,-4.960202,-3.584963,-0.087276,12.548,10,2.1445
210339_wrong_localization,1786795880.027714252,-4.959853,-3.587536,-0.088147,12.544,10,2.1468
210339_wrong_localization,1786795880.127946138,-4.957105,-3.585985,-0.087915,12.569,10,2.1471
210339_wrong_localization,1786795880.227702618,-4.956809,-3.586164,-0.086010,12.519,10,2.1475
210339_wrong_localization,1786795880.329677343,-4.953529,-3.583860,-0.084479,12.555,11,2.1473
210339_wrong_localization,1786795880.427698612,-4.954727,-3.584861,-0.083842,12.510,11,2.1476
210339_wrong_localization,1786795880.529762983,-4.958197,-3.583062,-0.083412,12.510,10,2.1441
210339_wrong_localization,1786795880.627607584,-4.958639,-3.585711,-0.084234,12.540,10,2.1460
210339_wrong_localization,1786795880.727703571,-4.956927,-3.586695,-0.083583,12.613,10,2.1478
210339_wrong_localization,1786795880.829142570,-4.958352,-3.588028,-0.083200,12.603,10,2.1481
210339_wrong_localization,1786795880.927277803,-4.957709,-3.590100,-0.084871,12.409,10,2.1502
210339_wrong_localization,1786795881.027668476,-4.956111,-3.588481,-0.082813,12.417,10,2.1498
210339_wrong_localization,1786795881.128911257,-4.959403,-3.585375,-0.084641,12.611,10,2.1453
210339_wrong_localization,1786795881.227668285,-4.954698,-3.581051,-0.088042,12.547,11,2.1443
210339_wrong_localization,1786795881.327506065,-4.956822,-3.584454,-0.089366,12.519,10,2.1460
210339_wrong_localization,1786795881.427365541,-4.961668,-3.583226,-0.086996,12.473,10,2.1423
210339_wrong_localization,1786795881.527678967,-4.959667,-3.584024,-0.084075,12.448,10,2.1441
210339_wrong_localization,1786795881.627698660,-4.956879,-3.580092,-0.083787,12.484,11,2.1423
210339_wrong_localization,1786795881.728809357,-4.956389,-3.578858,-0.083840,12.520,11,2.1415
210339_wrong_localization,1786795881.827664614,-4.958197,-3.582691,-0.084247,12.475,10,2.1438
210339_wrong_localization,1786795881.928076744,-4.960534,-3.583508,-0.083634,12.516,10,2.1431
210339_wrong_localization,1786795882.029345989,-4.959203,-3.584171,-0.084479,12.473,10,2.1444
210339_wrong_localization,1786795882.127871275,-4.961773,-3.585885,-0.084438,12.488,10,2.1444
210339_wrong_localization,1786795882.228758574,-4.960038,-3.585387,-0.084200,12.488,10,2.1450
210339_wrong_localization,1786795882.329190969,-4.961664,-3.587047,-0.083606,12.468,10,2.1454
210339_wrong_localization,1786795882.430040598,-4.961287,-3.585927,-0.083400,12.447,10,2.1447
210339_wrong_localization,1786795882.529653549,-4.962363,-3.586837,-0.081858,12.455,10,2.1448
210339_wrong_localization,1786795882.628124952,-4.959846,-3.587208,-0.080890,12.486,10,2.1466
210339_wrong_localization,1786795882.728460073,-4.959016,-3.585617,-0.081116,12.499,10,2.1457
210339_wrong_localization,1786795882.828134537,-4.960152,-3.591179,-0.083120,12.503,10,2.1497
210339_wrong_localization,1786795882.929872990,-4.961409,-3.588900,-0.083558,12.464,10,2.1471
210339_wrong_localization,1786795883.028802633,-4.963096,-3.588404,-0.083259,12.492,10,2.1457
210339_wrong_localization,1786795883.128321648,-4.963450,-3.584456,-0.085692,12.454,10,2.1423
210339_wrong_localization,1786795883.229810715,-4.961056,-3.586435,-0.083948,12.533,10,2.1452
210339_wrong_localization,1786795883.328055620,-4.961025,-3.590269,-0.086100,12.487,10,2.1484
210339_wrong_localization,1786795883.429725647,-4.962084,-3.592099,-0.086314,12.488,10,2.1493
210339_wrong_localization,1786795883.528175354,-4.961190,-3.589095,-0.083909,12.462,10,2.1474
210339_wrong_localization,1786795883.629651070,-4.956237,-3.582555,-0.081473,12.440,11,2.1448
210339_wrong_localization,1786795883.727981806,-4.958420,-3.586212,-0.082416,12.481,10,2.1466
210339_wrong_localization,1786795883.828289270,-4.960205,-3.586785,-0.083977,12.488,10,2.1460
210339_wrong_localization,1786795883.927935839,-4.960169,-3.588229,-0.082998,12.495,10,2.1472
210339_wrong_localization,1786795884.028217316,-4.960714,-3.586339,-0.082666,12.493,10,2.1454
210339_wrong_localization,1786795884.128242254,-4.961601,-3.593986,-0.086050,12.520,10,2.1511
210339_wrong_localization,1786795884.229662657,-4.960376,-3.591763,-0.083977,12.489,10,2.1500
210339_wrong_localization,1786795884.329856157,-4.964017,-3.589379,-0.081564,12.491,10,2.1460
210339_wrong_localization,1786795884.429822683,-4.962332,-3.587668,-0.082127,12.481,10,2.1455
210339_wrong_localization,1786795884.529790878,-4.959655,-3.588263,-0.083124,12.501,10,2.1475
210339_wrong_localization,1786795884.629952908,-4.958311,-3.589615,-0.082103,12.448,10,2.1494
210339_wrong_localization,1786795884.729872942,-4.958150,-3.582344,-0.082896,12.494,10,2.1436
210339_wrong_localization,1786795884.829619408,-4.960241,-3.581072,-0.084563,12.491,10,2.1413
210339_wrong_localization,1786795884.928253174,-4.959750,-3.584099,-0.084006,12.468,10,2.1441
210339_wrong_localization,1786795885.028463602,-4.958602,-3.582928,-0.083489,12.477,10,2.1438
210339_wrong_localization,1786795885.128431082,-4.960584,-3.583960,-0.084334,12.489,10,2.1435
210339_wrong_localization,1786795885.227525473,-4.961331,-3.586162,-0.084235,12.468,10,2.1449
210339_wrong_localization,1786795885.328351259,-4.963554,-3.587475,-0.083473,12.464,10,2.1447
210339_wrong_localization,1786795885.428471327,-4.963915,-3.584164,-0.082663,12.443,10,2.1417
210339_wrong_localization,1786795885.528079748,-4.965275,-3.586755,-0.083965,12.463,10,2.1431
210339_wrong_localization,1786795885.628238678,-4.957934,-3.584695,-0.084407,12.476,10,2.1456
210339_wrong_localization,1786795885.728072405,-4.958858,-3.585398,-0.084882,12.488,10,2.1456
210339_wrong_localization,1786795885.828346968,-4.960958,-3.589393,-0.083866,12.481,10,2.1477
210339_wrong_localization,1786795885.930314541,-4.958250,-3.589675,-0.083133,12.486,10,2.1495
210339_wrong_localization,1786795886.028600693,-4.956637,-3.589371,-0.082825,12.487,10,2.1502
210339_wrong_localization,1786795886.130219460,-4.956621,-3.586280,-0.081963,12.482,10,2.1477
210339_wrong_localization,1786795886.228657007,-4.954458,-3.583929,-0.081983,12.492,11,2.1469
210339_wrong_localization,1786795886.328463793,-4.954884,-3.583862,-0.080785,12.500,11,2.1466
210339_wrong_localization,1786795886.430073500,-4.956998,-3.582578,-0.082868,12.468,10,2.1444
210339_wrong_localization,1786795886.530065060,-4.959529,-3.583727,-0.083549,12.484,10,2.1439
210339_wrong_localization,1786795886.630030870,-4.960636,-3.583839,-0.083323,12.467,10,2.1434
210339_wrong_localization,1786795886.730072498,-4.957786,-3.583845,-0.081299,12.489,10,2.1450
210339_wrong_localization,1786795886.829946995,-4.957440,-3.585415,-0.082486,12.478,10,2.1465
210339_wrong_localization,1786795886.929969788,-4.958154,-3.590663,-0.083232,12.515,10,2.1504
210339_wrong_localization,1786795887.030168533,-4.957226,-3.594268,-0.081783,12.492,10,2.1539
210339_wrong_localization,1786795887.130118132,-4.956069,-3.594936,-0.084915,12.484,10,2.1551
210339_wrong_localization,1786795887.228815317,-4.955204,-3.592957,-0.087017,12.506,10,2.1539
210339_wrong_localization,1786795887.328460932,-4.957460,-3.588722,-0.086932,12.517,10,2.1492
210339_wrong_localization,1786795887.428531408,-4.957747,-3.585541,-0.086618,12.504,10,2.1464
210339_wrong_localization,1786795887.530246973,-4.962379,-3.585273,-0.085097,12.490,10,2.1435
210339_wrong_localization,1786795887.631699085,-4.962467,-3.585857,-0.084254,12.481,10,2.1440
210339_wrong_localization,1786795887.728561640,-4.960961,-3.584918,-0.082255,12.498,10,2.1441
210339_wrong_localization,1786795887.830582142,-4.959575,-3.584608,-0.083246,12.486,10,2.1446
210339_wrong_localization,1786795887.935005188,-4.961869,-3.585500,-0.084579,12.464,10,2.1440
210339_wrong_localization,1786795888.030980349,-4.962139,-3.587201,-0.084950,12.487,10,2.1453
210339_wrong_localization,1786795888.128978252,-4.960576,-3.587271,-0.083427,12.474,10,2.1462
210339_wrong_localization,1786795888.228664875,-4.957899,-3.587892,-0.081830,12.493,10,2.1482
210339_wrong_localization,1786795888.328716278,-4.958840,-3.588664,-0.083073,12.506,10,2.1483
210339_wrong_localization,1786795888.430556059,-4.957955,-3.588972,-0.081943,12.472,10,2.1491
210339_wrong_localization,1786795888.529830456,-4.958454,-3.583469,-0.082896,12.519,10,2.1443
210339_wrong_localization,1786795888.628470659,-4.957009,-3.580558,-0.082808,12.486,11,2.1427
210339_wrong_localization,1786795888.729968786,-4.956883,-3.581725,-0.083749,12.493,11,2.1438
210339_wrong_localization,1786795888.828496218,-4.958043,-3.581615,-0.083699,12.515,10,2.1430
210339_wrong_localization,1786795888.928766251,-4.961479,-3.583506,-0.083445,12.496,10,2.1426
210339_wrong_localization,1786795889.030610323,-4.959215,-3.581022,-0.082823,12.463,10,2.1419
210339_wrong_localization,1786795889.128761768,-4.959105,-3.585189,-0.082179,12.482,10,2.1453
210339_wrong_localization,1786795889.225395441,-4.961302,-3.585342,-0.081989,12.506,10,2.1442
210339_wrong_localization,1786795889.330589056,-4.955449,-3.582105,-0.082539,12.520,11,2.1448
210339_wrong_localization,1786795889.430307865,-4.953991,-3.584680,-0.084378,12.506,11,2.1478
210339_wrong_localization,1786795889.530693293,-4.956631,-3.584206,-0.084525,12.520,10,2.1459
210339_wrong_localization,1786795889.630387545,-4.959714,-3.587682,-0.084386,12.507,10,2.1470
210339_wrong_localization,1786795889.730594158,-4.960292,-3.588696,-0.086767,12.511,10,2.1475
210339_wrong_localization,1786795889.830771208,-4.963143,-3.583503,-0.084465,12.504,10,2.1416
210339_wrong_localization,1786795889.930324078,-4.964917,-3.587222,-0.083827,12.530,10,2.1437
210339_wrong_localization,1786795890.030639648,-4.963328,-3.586727,-0.084934,12.474,10,2.1442
210339_wrong_localization,1786795890.126481295,-4.960790,-3.585732,-0.085158,12.501,10,2.1448
210339_wrong_localization,1786795890.230078459,-4.955805,-3.585179,-0.085338,12.503,10,2.1472
210339_wrong_localization,1786795890.331031322,-4.954427,-3.587130,-0.085789,12.489,10,2.1496
210339_wrong_localization,1786795890.429230452,-4.952385,-3.585109,-0.085898,12.496,11,2.1489
210339_wrong_localization,1786795890.529188871,-4.954056,-3.581817,-0.083143,12.485,11,2.1452
210339_wrong_localization,1786795890.629147291,-4.955209,-3.586254,-0.080520,12.490,10,2.1484
210339_wrong_localization,1786795890.729179382,-4.955356,-3.585704,-0.080917,12.478,10,2.1479
210339_wrong_localization,1786795890.828910112,-4.956762,-3.585076,-0.081935,12.500,10,2.1466
210339_wrong_localization,1786795890.931317329,-4.959436,-3.586293,-0.085347,12.497,10,2.1461
210339_wrong_localization,1786795891.025164366,-4.958254,-3.587135,-0.087348,12.485,10,2.1474
210339_wrong_localization,1786795891.129211903,-4.958063,-3.588170,-0.087094,12.520,10,2.1484
210339_wrong_localization,1786795891.230888367,-4.961347,-3.590182,-0.085941,12.514,10,2.1482
210339_wrong_localization,1786795891.329189062,-4.962456,-3.590525,-0.085721,12.586,10,2.1478
210339_wrong_localization,1786795891.430826664,-4.960570,-3.586879,-0.084998,12.549,10,2.1459
210339_wrong_localization,1786795891.530992985,-4.959795,-3.586128,-0.082449,12.533,10,2.1457
210339_wrong_localization,1786795891.631264925,-4.957759,-3.590947,-0.081537,12.553,10,2.1508
210339_wrong_localization,1786795891.731133461,-4.956837,-3.588036,-0.083279,12.549,10,2.1490
210339_wrong_localization,1786795891.831351042,-4.958991,-3.591777,-0.083265,12.569,10,2.1508
210339_wrong_localization,1786795891.930922985,-4.961436,-3.592339,-0.083740,12.588,10,2.1499
210339_wrong_localization,1786795892.031138182,-4.960887,-3.597590,-0.083158,12.568,10,2.1545
210339_wrong_localization,1786795892.131233454,-4.958537,-3.593575,-0.081920,12.569,10,2.1525
210339_wrong_localization,1786795892.230566263,-4.958873,-3.594302,-0.081156,12.535,10,2.1529
210339_wrong_localization,1786795892.331090927,-4.956268,-3.588215,-0.081174,12.549,10,2.1494
210339_wrong_localization,1786795892.430949926,-4.954136,-3.582902,-0.081722,12.602,11,2.1461
210339_wrong_localization,1786795892.530751228,-4.951726,-3.579879,-0.081757,12.586,11,2.1447
210339_wrong_localization,1786795892.630863905,-4.948529,-3.580665,-0.083296,12.616,11,2.1470
210339_wrong_localization,1786795892.730899572,-4.949328,-3.583451,-0.085173,12.582,11,2.1490
210339_wrong_localization,1786795892.829487324,-4.952276,-3.580410,-0.084625,12.586,11,2.1449
210339_wrong_localization,1786795892.930584192,-4.953580,-3.577978,-0.083702,12.594,11,2.1421
210339_wrong_localization,1786795893.029398918,-4.956543,-3.582505,-0.081282,12.588,10,2.1446
210339_wrong_localization,1786795893.129261732,-4.956989,-3.582746,-0.080556,12.600,10,2.1445
210339_wrong_localization,1786795893.225198030,-4.959925,-3.584762,-0.081329,12.578,10,2.1445
210339_wrong_localization,1786795893.329434395,-4.959088,-3.583507,-0.082811,12.566,10,2.1440
210339_wrong_localization,1786795893.429373026,-4.960386,-3.582251,-0.082853,12.621,10,2.1422
210339_wrong_localization,1786795893.529228926,-4.960847,-3.584648,-0.084398,12.603,10,2.1439
210339_wrong_localization,1786795893.629432201,-4.960429,-3.588369,-0.083603,12.590,10,2.1472
210339_wrong_localization,1786795893.729629040,-4.962533,-3.589039,-0.085509,12.568,10,2.1465
210339_wrong_localization,1786795893.830068827,-4.959236,-3.590980,-0.084925,12.587,10,2.1500
210339_wrong_localization,1786795893.931032658,-4.958786,-3.587688,-0.083250,12.589,10,2.1476
210339_wrong_localization,1786795894.030929089,-4.957313,-3.586510,-0.083365,12.604,10,2.1474
210339_wrong_localization,1786795894.125053644,-4.956572,-3.584055,-0.082902,12.605,10,2.1459
210339_wrong_localization,1786795894.229229689,-4.956000,-3.584312,-0.083052,12.607,10,2.1464
210339_wrong_localization,1786795894.329776764,-4.955680,-3.585917,-0.081701,12.609,10,2.1479
210339_wrong_localization,1786795894.430843830,-4.955810,-3.584113,-0.080398,12.585,10,2.1463
210339_wrong_localization,1786795894.531222820,-4.955742,-3.586669,-0.082572,12.586,10,2.1485
210339_wrong_localization,1786795894.629383087,-4.958498,-3.586359,-0.082879,12.635,10,2.1466
210339_wrong_localization,1786795894.729629755,-4.960142,-3.584993,-0.081787,12.571,10,2.1446
210339_wrong_localization,1786795894.829541206,-4.960995,-3.585888,-0.080745,12.623,10,2.1448
210339_wrong_localization,1786795894.930458069,-4.957228,-3.584567,-0.082331,12.595,10,2.1459
210339_wrong_localization,1786795895.031382322,-4.956226,-3.581878,-0.082627,12.626,11,2.1442
210339_wrong_localization,1786795895.131184578,-4.953539,-3.585062,-0.083256,12.629,11,2.1483
210339_wrong_localization,1786795895.229539871,-4.955689,-3.585806,-0.084217,12.603,10,2.1478
210339_wrong_localization,1786795895.329668283,-4.956908,-3.586767,-0.084111,12.612,10,2.1479
210339_wrong_localization,1786795895.429891825,-4.960539,-3.588775,-0.082717,12.597,10,2.1475
210339_wrong_localization,1786795895.530258894,-4.963332,-3.586076,-0.080595,12.590,10,2.1436
210339_wrong_localization,1786795895.629569054,-4.961537,-3.584401,-0.080856,12.579,10,2.1433
210339_wrong_localization,1786795895.730199814,-4.958918,-3.583268,-0.081442,12.597,10,2.1439
210339_wrong_localization,1786795895.831279755,-4.958659,-3.580363,-0.081791,12.581,10,2.1416
210339_wrong_localization,1786795895.931351900,-4.955421,-3.579409,-0.081542,12.601,11,2.1425
210339_wrong_localization,1786795896.031647205,-4.958404,-3.582609,-0.082484,12.581,10,2.1436
210339_wrong_localization,1786795896.134985447,-4.957931,-3.585839,-0.084566,12.620,10,2.1465
210339_wrong_localization,1786795896.229730606,-4.956438,-3.586328,-0.084028,12.613,10,2.1478
210339_wrong_localization,1786795896.329604626,-4.956633,-3.590983,-0.084524,12.603,10,2.1515
210339_wrong_localization,1786795896.430215836,-4.957557,-3.589512,-0.084666,12.590,10,2.1498
210339_wrong_localization,1786795896.529811859,-4.957941,-3.585928,-0.083657,12.604,10,2.1466
210339_wrong_localization,1786795896.629862547,-4.956823,-3.580097,-0.084380,12.591,11,2.1424
210339_wrong_localization,1786795896.724964857,-4.962104,-3.581720,-0.083662,12.609,10,2.1408
210339_wrong_localization,1786795896.829928637,-4.963671,-3.580686,-0.082750,12.582,10,2.1390
210339_wrong_localization,1786795896.930195093,-4.960322,-3.580105,-0.083649,12.596,10,2.1405
210339_wrong_localization,1786795897.029890299,-4.960401,-3.577919,-0.084341,12.622,10,2.1386
210339_wrong_localization,1786795897.130063057,-4.962089,-3.582304,-0.083791,12.608,10,2.1413
210339_wrong_localization,1786795897.229726553,-4.959517,-3.582468,-0.081623,12.586,10,2.1429
210339_wrong_localization,1786795897.325081348,-4.955221,-3.576659,-0.082961,12.602,11,2.1402
210339_wrong_localization,1786795897.431541681,-4.954341,-3.576186,-0.083114,12.584,11,2.1402
210339_wrong_localization,1786795897.530004263,-4.954944,-3.578192,-0.084296,12.589,11,2.1417
210339_wrong_localization,1786795897.624714613,-4.956074,-3.577223,-0.084891,12.577,11,2.1403
210339_wrong_localization,1786795897.731950283,-4.959476,-3.578304,-0.084624,12.600,10,2.1395
210339_wrong_localization,1786795897.832423210,-4.966327,-3.585453,-0.085304,12.594,10,2.1414
210339_wrong_localization,1786795897.925213337,-4.966240,-3.583326,-0.083235,12.605,10,2.1397
210339_wrong_localization,1786795898.032342672,-4.961456,-3.582963,-0.082958,12.607,10,2.1422
210339_wrong_localization,1786795898.130040169,-4.958806,-3.585079,-0.082557,12.609,10,2.1454
210339_wrong_localization,1786795898.226838827,-4.957501,-3.587110,-0.082051,12.604,10,2.1478
210339_wrong_localization,1786795898.329971790,-4.954499,-3.587205,-0.082803,12.621,10,2.1496
210339_wrong_localization,1786795898.431449890,-4.953992,-3.589565,-0.085271,12.635,10,2.1519
210339_wrong_localization,1786795898.525016069,-4.956029,-3.592013,-0.084954,12.629,10,2.1527
210339_wrong_localization,1786795898.626505136,-4.955615,-3.589481,-0.082506,12.581,10,2.1509
210339_wrong_localization,1786795898.730458260,-4.956085,-3.587250,-0.081222,12.594,10,2.1488
210339_wrong_localization,1786795898.826414347,-4.959291,-3.589511,-0.081590,12.605,10,2.1488
210339_wrong_localization,1786795898.932137251,-4.959573,-3.583108,-0.082347,12.608,10,2.1434
210339_wrong_localization,1786795899.031524181,-4.961743,-3.588625,-0.081695,12.587,10,2.1466
210339_wrong_localization,1786795899.125306129,-4.963311,-3.591168,-0.083059,12.591,10,2.1478
210339_wrong_localization,1786795899.230476141,-4.965841,-3.589445,-0.083048,12.612,10,2.1450
210339_wrong_localization,1786795899.325734377,-4.969374,-3.586873,-0.084012,12.563,10,2.1409
210339_wrong_localization,1786795899.425225496,-4.965857,-3.587452,-0.083873,12.595,10,2.1433
210339_wrong_localization,1786795899.524962664,-4.963041,-3.582903,-0.083104,12.625,10,2.1412
210339_wrong_localization,1786795899.630555153,-4.957815,-3.583911,-0.081054,12.605,10,2.1450
210339_wrong_localization,1786795899.725817204,-4.953419,-3.586246,-0.081230,12.602,11,2.1494
210339_wrong_localization,1786795899.824904680,-4.951895,-3.586309,-0.081523,12.624,11,2.1502
210339_wrong_localization,1786795899.931935072,-4.950895,-3.584959,-0.081723,12.593,11,2.1495
210339_wrong_localization,1786795900.030672789,-4.956640,-3.585016,-0.081716,12.570,10,2.1466
210339_wrong_localization,1786795900.130789995,-4.957986,-3.585693,-0.082531,12.611,10,2.1464
210339_wrong_localization,1786795900.225536346,-4.958329,-3.585720,-0.082364,12.626,10,2.1462
210339_wrong_localization,1786795900.325483561,-4.960724,-3.585515,-0.083181,12.614,10,2.1447
210339_wrong_localization,1786795900.427307844,-4.963017,-3.585850,-0.084925,12.587,10,2.1436
210339_wrong_localization,1786795900.530404568,-4.964872,-3.586128,-0.083418,12.599,10,2.1428
210339_wrong_localization,1786795900.630385160,-4.962880,-3.584696,-0.082097,12.589,10,2.1428
210339_wrong_localization,1786795900.731897831,-4.960345,-3.587616,-0.081776,12.622,10,2.1466
210339_wrong_localization,1786795900.830184937,-4.960231,-3.589167,-0.083449,12.598,10,2.1480
210339_wrong_localization,1786795900.930842400,-4.955564,-3.586453,-0.084430,12.581,10,2.1484
210339_wrong_localization,1786795901.030679226,-4.958695,-3.591417,-0.085231,12.623,10,2.1507
210339_wrong_localization,1786795901.125160217,-4.958233,-3.590133,-0.082903,12.597,10,2.1499
210339_wrong_localization,1786795901.225268364,-4.953110,-3.591445,-0.082442,12.627,10,2.1539
210339_wrong_localization,1786795901.332252502,-4.955449,-3.589836,-0.083072,12.625,10,2.1512
210339_wrong_localization,1786795901.430558205,-4.958238,-3.589613,-0.083562,12.641,10,2.1495
210339_wrong_localization,1786795901.524947166,-4.959708,-3.590067,-0.084757,12.614,10,2.1490
210339_wrong_localization,1786795901.625117302,-4.961360,-3.586669,-0.083801,12.569,10,2.1453
210339_wrong_localization,1786795901.731098413,-4.961738,-3.586472,-0.083884,12.596,10,2.1449
210339_wrong_localization,1786795901.825805664,-4.958383,-3.585422,-0.082019,12.610,10,2.1459
210339_wrong_localization,1786795901.924853802,-4.956935,-3.584287,-0.082636,12.598,10,2.1458
210339_wrong_localization,1786795902.025589943,-4.955802,-3.587571,-0.082818,12.610,10,2.1492
210339_wrong_localization,1786795902.125558853,-4.958747,-3.589422,-0.082219,12.604,10,2.1490
210339_wrong_localization,1786795902.225233555,-4.961725,-3.589398,-0.083403,12.626,10,2.1473
210339_wrong_localization,1786795902.330821753,-4.961374,-3.587291,-0.081691,12.594,10,2.1458
210339_wrong_localization,1786795902.425619125,-4.961688,-3.583453,-0.083031,12.547,10,2.1424
210339_wrong_localization,1786795902.525357008,-4.962642,-3.582947,-0.083577,12.624,10,2.1415
210339_wrong_localization,1786795902.625086069,-4.960831,-3.580844,-0.083422,12.611,10,2.1408
210339_wrong_localization,1786795902.725625515,-4.958547,-3.580928,-0.083201,12.599,10,2.1422
210339_wrong_localization,1786795902.826749325,-4.958851,-3.587260,-0.082514,12.604,10,2.1472
210339_wrong_localization,1786795902.925660372,-4.958081,-3.588093,-0.082764,12.612,10,2.1483
210339_wrong_localization,1786795903.025150776,-4.953167,-3.581569,-0.081370,12.589,11,2.1455
210339_wrong_localization,1786795903.125210285,-4.952291,-3.579207,-0.082092,12.554,11,2.1439
210339_wrong_localization,1786795903.226892471,-4.952814,-3.581327,-0.084886,12.578,11,2.1454
210339_wrong_localization,1786795903.332473040,-4.953947,-3.580042,-0.084969,12.532,11,2.1438
210339_wrong_localization,1786795903.425844669,-4.957513,-3.584106,-0.085782,12.521,10,2.1454
210339_wrong_localization,1786795903.525103331,-4.959031,-3.589929,-0.085831,12.569,10,2.1493
210339_wrong_localization,1786795903.630465031,-4.961245,-3.592904,-0.084018,12.559,10,2.1504
210339_wrong_localization,1786795903.731402636,-4.956040,-3.585116,-0.082381,12.555,10,2.1470
210339_wrong_localization,1786795903.826553345,-4.957637,-3.582145,-0.082769,12.540,10,2.1437
210339_wrong_localization,1786795903.927025318,-4.957779,-3.585200,-0.082503,12.550,10,2.1461
210339_wrong_localization,1786795904.025688171,-4.957891,-3.581915,-0.082276,12.507,10,2.1434
210339_wrong_localization,1786795904.125301123,-4.955698,-3.582060,-0.081386,12.483,11,2.1446
210339_wrong_localization,1786795904.225873947,-4.955031,-3.582985,-0.083651,12.510,11,2.1458
210339_wrong_localization,1786795904.325809479,-4.958675,-3.581643,-0.082852,12.516,10,2.1427
210339_wrong_localization,1786795904.425053358,-4.957627,-3.580682,-0.082037,12.518,11,2.1425
210339_wrong_localization,1786795904.525120020,-4.959744,-3.579803,-0.083319,12.524,10,2.1406
210339_wrong_localization,1786795904.625722408,-4.958673,-3.581300,-0.083390,12.516,10,2.1424
210339_wrong_localization,1786795904.725193024,-4.964904,-3.587276,-0.081760,12.536,10,2.1437
210339_wrong_localization,1786795904.825730801,-4.957738,-3.583473,-0.081676,12.490,10,2.1447
210339_wrong_localization,1786795904.925572157,-4.955171,-3.587516,-0.083171,12.511,10,2.1495
210339_wrong_localization,1786795905.025035143,-4.954113,-3.586604,-0.081290,12.540,10,2.1494
210339_wrong_localization,1786795905.125429869,-4.959923,-3.590509,-0.081440,12.527,10,2.1492
210339_wrong_localization,1786795905.225410938,-4.961054,-3.587407,-0.081548,12.529,10,2.1460
210339_wrong_localization,1786795905.325456381,-4.963298,-3.588863,-0.082530,12.535,10,2.1460
210339_wrong_localization,1786795905.425836802,-4.963694,-3.587410,-0.083131,12.526,10,2.1445
210339_wrong_localization,1786795905.525272131,-4.962515,-3.589270,-0.086194,12.500,10,2.1467
210339_wrong_localization,1786795905.627047777,-4.955688,-3.590565,-0.086796,12.564,10,2.1517
210339_wrong_localization,1786795905.727188587,-4.956759,-3.595541,-0.087760,12.514,10,2.1552
210339_wrong_localization,1786795905.827257633,-4.955454,-3.594296,-0.085826,12.499,10,2.1549
210339_wrong_localization,1786795905.926929474,-4.960224,-3.591884,-0.085206,12.530,10,2.1502
210339_wrong_localization,1786795906.025667667,-4.963354,-3.594376,-0.084961,12.537,10,2.1505
210339_wrong_localization,1786795906.127501726,-4.963217,-3.592830,-0.083658,12.546,10,2.1493
210339_wrong_localization,1786795906.225511789,-4.959859,-3.586605,-0.083433,12.503,10,2.1461
210339_wrong_localization,1786795906.325344563,-4.960645,-3.583154,-0.083201,12.490,10,2.1428
210339_wrong_localization,1786795906.426955700,-4.959449,-3.579279,-0.082177,12.517,10,2.1403
210339_wrong_localization,1786795906.525610924,-4.962075,-3.576792,-0.082348,12.553,10,2.1368
210339_wrong_localization,1786795906.625398397,-4.963303,-3.581080,-0.081566,12.525,10,2.1396
210339_wrong_localization,1786795906.725829601,-4.963175,-3.581796,-0.082750,12.530,10,2.1402
