session,t_ros,x,y,z,yaw_deg,nearest_dense_wp,nearest_distance_m
210339_wrong_localization,1786795743.728161812,-4.964122,-3.591776,-0.086105,12.756,10,2.1479
210339_wrong_localization,1786795743.827868462,-4.964996,-3.590288,-0.084404,12.731,10,2.1462
210339_wrong_localization,1786795743.929958582,-4.962884,-3.590146,-0.083635,12.731,10,2.1472
210339_wrong_localization,1786795744.029983521,-4.963002,-3.591438,-0.087279,12.829,10,2.1482
210339_wrong_localization,1786795744.129763365,-4.962680,-3.589582,-0.087594,12.781,10,2.1469
210339_wrong_localization,1786795744.229866982,-4.960618,-3.587753,-0.087383,12.864,10,2.1466
210339_wrong_localization,1786795744.329810858,-4.958084,-3.583492,-0.086678,12.905,10,2.1445
210339_wrong_localization,1786795744.429852724,-4.956628,-3.581729,-0.086365,12.881,11,2.1439
210339_wrong_localization,1786795744.528259754,-4.955615,-3.584494,-0.083792,12.802,10,2.1468
210339_wrong_localization,1786795744.627877951,-4.961365,-3.585945,-0.083490,12.795,10,2.1447
210339_wrong_localization,1786795744.729806662,-4.959554,-3.585308,-0.085093,12.857,10,2.1452
210339_wrong_localization,1786795744.827733517,-4.960386,-3.585327,-0.083177,12.826,10,2.1447
210339_wrong_localization,1786795744.928174734,-4.961192,-3.584228,-0.082732,12.742,10,2.1434
210339_wrong_localization,1786795745.029822350,-4.960340,-3.588398,-0.085386,12.763,10,2.1473
210339_wrong_localization,1786795745.130034685,-4.959256,-3.589725,-0.085013,12.789,10,2.1490
210339_wrong_localization,1786795745.229777575,-4.956424,-3.590628,-0.083952,12.745,10,2.1513
210339_wrong_localization,1786795745.329988718,-4.959053,-3.592901,-0.087141,12.777,10,2.1517
210339_wrong_localization,1786795745.430468082,-4.959764,-3.590847,-0.086872,12.793,10,2.1496
210339_wrong_localization,1786795745.529527664,-4.960134,-3.591653,-0.086909,12.785,10,2.1501
210339_wrong_localization,1786795745.629890919,-4.960730,-3.590374,-0.087589,12.777,10,2.1487
210339_wrong_localization,1786795745.729962826,-4.957958,-3.589536,-0.088417,12.745,10,2.1496
210339_wrong_localization,1786795745.829262972,-4.961151,-3.589921,-0.087989,12.731,10,2.1481
210339_wrong_localization,1786795745.929811001,-4.958923,-3.589529,-0.083898,12.766,10,2.1490
210339_wrong_localization,1786795746.029944658,-4.958581,-3.588202,-0.082607,12.720,10,2.1481
210339_wrong_localization,1786795746.130461216,-4.958542,-3.588870,-0.083805,12.777,10,2.1487
210339_wrong_localization,1786795746.228150606,-4.963511,-3.592724,-0.084463,12.713,10,2.1490
210339_wrong_localization,1786795746.328467846,-4.960149,-3.592098,-0.086324,12.795,10,2.1504
210339_wrong_localization,1786795746.429516554,-4.952974,-3.583513,-0.083952,12.864,11,2.1473
210339_wrong_localization,1786795746.528052568,-4.953527,-3.580934,-0.082774,12.988,11,2.1447
210339_wrong_localization,1786795746.628223419,-4.954401,-3.581210,-0.082292,12.873,11,2.1445
210339_wrong_localization,1786795746.728178263,-4.963105,-3.584594,-0.086594,12.846,10,2.1426
210339_wrong_localization,1786795746.828152180,-4.963175,-3.583750,-0.087270,12.879,10,2.1418
210339_wrong_localization,1786795746.928582191,-4.963985,-3.585744,-0.087937,12.818,10,2.1430
210339_wrong_localization,1786795747.028089046,-4.960603,-3.586769,-0.087397,12.890,10,2.1458
210339_wrong_localization,1786795747.127892971,-4.959811,-3.588453,-0.086585,12.807,10,2.1476
210339_wrong_localization,1786795747.228589296,-4.963400,-3.592395,-0.085601,12.785,10,2.1488
210339_wrong_localization,1786795747.326714039,-4.962902,-3.591724,-0.085973,12.868,10,2.1485
210339_wrong_localization,1786795747.427777767,-4.961610,-3.591774,-0.086759,12.737,10,2.1493
210339_wrong_localization,1786795747.527803421,-4.961933,-3.590764,-0.085220,12.808,10,2.1483
210339_wrong_localization,1786795747.627836227,-4.961727,-3.589462,-0.085492,12.817,10,2.1473
210339_wrong_localization,1786795747.728179932,-4.960362,-3.583560,-0.083538,12.734,10,2.1433
210339_wrong_localization,1786795747.828264236,-4.959847,-3.578342,-0.084072,12.762,10,2.1393
210339_wrong_localization,1786795747.928176641,-4.962034,-3.584277,-0.082754,12.789,10,2.1429
210339_wrong_localization,1786795748.026056528,-4.961802,-3.587612,-0.083941,12.772,10,2.1458
210339_wrong_localization,1786795748.128399372,-4.964954,-3.589280,-0.084729,12.768,10,2.1454
210339_wrong_localization,1786795748.227945566,-4.962925,-3.589049,-0.087035,12.813,10,2.1463
210339_wrong_localization,1786795748.328357220,-4.965927,-3.591407,-0.087253,12.801,10,2.1466
210339_wrong_localization,1786795748.428070307,-4.964573,-3.584517,-0.088780,12.814,10,2.1417
210339_wrong_localization,1786795748.527816772,-4.966423,-3.582316,-0.088709,12.797,10,2.1388
210339_wrong_localization,1786795748.629867077,-4.963640,-3.584712,-0.088183,12.783,10,2.1424
210339_wrong_localization,1786795748.729909897,-4.961855,-3.585690,-0.087635,12.826,10,2.1442
210339_wrong_localization,1786795748.828075886,-4.957882,-3.584022,-0.085324,12.849,10,2.1451
210339_wrong_localization,1786795748.926190853,-4.958309,-3.585543,-0.084761,12.813,10,2.1461
210339_wrong_localization,1786795749.028456450,-4.961292,-3.582876,-0.083726,12.800,10,2.1422
210339_wrong_localization,1786795749.127969742,-4.958037,-3.577638,-0.086261,12.840,11,2.1396
210339_wrong_localization,1786795749.228091717,-4.957154,-3.576239,-0.088512,12.844,11,2.1389
210339_wrong_localization,1786795749.328113079,-4.959258,-3.584143,-0.086633,12.906,10,2.1444
210339_wrong_localization,1786795749.428025723,-4.958469,-3.586293,-0.085388,12.823,10,2.1466
210339_wrong_localization,1786795749.527721643,-4.955169,-3.584303,-0.085232,12.852,11,2.1469
210339_wrong_localization,1786795749.628061533,-4.955595,-3.588953,-0.085692,12.846,10,2.1504
210339_wrong_localization,1786795749.728358984,-4.954877,-3.586186,-0.082345,12.822,10,2.1486
210339_wrong_localization,1786795749.825723886,-4.955210,-3.586748,-0.081838,12.720,10,2.1488
210339_wrong_localization,1786795749.928339005,-4.957412,-3.590517,-0.085282,12.822,10,2.1507
210339_wrong_localization,1786795750.027977228,-4.959202,-3.592214,-0.085752,12.864,10,2.1510
210339_wrong_localization,1786795750.126123667,-4.960555,-3.590319,-0.085149,12.893,10,2.1487
210339_wrong_localization,1786795750.230114937,-4.961104,-3.589756,-0.085081,12.807,10,2.1479
210339_wrong_localization,1786795750.328111649,-4.962045,-3.592091,-0.084553,12.864,10,2.1493
210339_wrong_localization,1786795750.428095341,-4.964790,-3.585127,-0.084940,12.893,10,2.1420
210339_wrong_localization,1786795750.528304338,-4.961933,-3.583603,-0.083460,12.967,10,2.1424
210339_wrong_localization,1786795750.628160477,-4.961544,-3.586951,-0.083480,12.828,10,2.1454
210339_wrong_localization,1786795750.727409601,-4.965775,-3.587506,-0.083061,12.884,10,2.1434
210339_wrong_localization,1786795750.828304052,-4.962703,-3.584178,-0.084434,12.774,10,2.1425
210339_wrong_localization,1786795750.927961588,-4.959140,-3.580803,-0.085524,12.801,10,2.1417
210339_wrong_localization,1786795751.028113127,-4.957422,-3.585199,-0.088951,12.578,10,2.1463
210339_wrong_localization,1786795751.129478216,-4.960996,-3.588680,-0.089911,12.741,10,2.1471
210339_wrong_localization,1786795751.227760553,-4.958928,-3.588994,-0.092601,12.583,10,2.1486
210339_wrong_localization,1786795751.330171108,-4.961285,-3.588836,-0.092636,12.646,10,2.1471
210339_wrong_localization,1786795751.427875757,-4.961327,-3.590617,-0.090823,12.578,10,2.1485
210339_wrong_localization,1786795751.527931213,-4.965774,-3.589240,-0.090168,12.552,10,2.1449
210339_wrong_localization,1786795751.627387762,-4.963658,-3.588380,-0.090768,12.578,10,2.1454
210339_wrong_localization,1786795751.728601694,-4.957029,-3.589594,-0.089075,12.486,10,2.1501
210339_wrong_localization,1786795751.829873800,-4.956496,-3.589806,-0.086699,12.482,10,2.1506
210339_wrong_localization,1786795751.929440022,-4.958900,-3.591985,-0.086014,12.512,10,2.1510
210339_wrong_localization,1786795752.028388739,-4.961091,-3.586853,-0.085708,12.692,10,2.1456
210339_wrong_localization,1786795752.129520893,-4.961454,-3.585483,-0.085587,12.682,10,2.1442
210339_wrong_localization,1786795752.229391813,-4.961216,-3.585733,-0.087782,12.701,10,2.1446
210339_wrong_localization,1786795752.329965353,-4.957272,-3.585407,-0.087135,12.705,10,2.1466
210339_wrong_localization,1786795752.429642916,-4.956772,-3.587166,-0.088090,12.701,10,2.1483
210339_wrong_localization,1786795752.527101278,-4.957082,-3.591348,-0.086601,12.648,10,2.1515
210339_wrong_localization,1786795752.629648209,-4.955843,-3.588535,-0.085098,12.686,10,2.1499
210339_wrong_localization,1786795752.729533672,-4.956284,-3.585158,-0.084438,12.683,10,2.1469
210339_wrong_localization,1786795752.826862335,-4.956413,-3.583826,-0.083985,12.663,10,2.1458
210339_wrong_localization,1786795752.929067135,-4.956686,-3.583275,-0.085295,12.653,10,2.1452
210339_wrong_localization,1786795753.029410124,-4.957868,-3.588390,-0.085494,12.671,10,2.1487
210339_wrong_localization,1786795753.129256964,-4.957759,-3.589454,-0.085523,12.707,10,2.1496
210339_wrong_localization,1786795753.229837894,-4.957015,-3.586380,-0.086295,12.714,10,2.1475
210339_wrong_localization,1786795753.329416990,-4.955127,-3.582265,-0.087174,12.657,11,2.1451
210339_wrong_localization,1786795753.429665804,-4.952429,-3.582721,-0.087339,12.731,11,2.1468
210339_wrong_localization,1786795753.529425144,-4.952998,-3.581871,-0.086453,12.645,11,2.1458
210339_wrong_localization,1786795753.629410744,-4.950421,-3.581072,-0.085350,12.661,11,2.1464
210339_wrong_localization,1786795753.729168415,-4.953397,-3.581064,-0.084423,12.651,11,2.1449
210339_wrong_localization,1786795753.829192877,-4.957657,-3.582778,-0.084462,12.659,10,2.1442
210339_wrong_localization,1786795753.927835941,-4.956552,-3.586086,-0.085902,12.683,10,2.1475
210339_wrong_localization,1786795754.027723074,-4.957511,-3.586906,-0.086051,12.681,10,2.1477
210339_wrong_localization,1786795754.129248381,-4.964660,-3.591617,-0.086260,12.646,10,2.1474
210339_wrong_localization,1786795754.229485035,-4.961831,-3.589013,-0.086839,12.624,10,2.1469
210339_wrong_localization,1786795754.327556610,-4.958563,-3.586498,-0.088047,12.661,10,2.1467
210339_wrong_localization,1786795754.427937746,-4.954175,-3.588422,-0.087374,12.676,10,2.1508
210339_wrong_localization,1786795754.529359818,-4.958142,-3.592084,-0.087339,12.669,10,2.1515
210339_wrong_localization,1786795754.627887249,-4.961739,-3.590132,-0.086384,12.614,10,2.1479
210339_wrong_localization,1786795754.727948666,-4.962818,-3.587460,-0.085230,12.563,10,2.1451
210339_wrong_localization,1786795754.829349041,-4.971008,-3.590169,-0.084608,12.581,10,2.1426
210339_wrong_localization,1786795754.928521872,-4.969635,-3.583798,-0.084156,12.551,10,2.1382
210339_wrong_localization,1786795755.028006077,-4.962595,-3.578556,-0.083117,12.510,10,2.1379
210339_wrong_localization,1786795755.127662420,-4.958111,-3.578986,-0.086061,12.483,11,2.1408
210339_wrong_localization,1786795755.227600336,-4.957754,-3.583510,-0.086582,12.523,10,2.1447
210339_wrong_localization,1786795755.327990055,-4.958282,-3.586668,-0.087686,12.493,10,2.1470
210339_wrong_localization,1786795755.427877426,-4.959401,-3.588933,-0.085416,12.473,10,2.1482
210339_wrong_localization,1786795755.528943300,-4.957618,-3.592190,-0.086202,12.515,10,2.1519
210339_wrong_localization,1786795755.629842758,-4.958086,-3.593761,-0.085653,12.504,10,2.1530
210339_wrong_localization,1786795755.727620363,-4.959933,-3.590542,-0.086300,12.487,10,2.1493
210339_wrong_localization,1786795755.828085184,-4.961187,-3.590672,-0.087935,12.459,10,2.1486
210339_wrong_localization,1786795755.928101301,-4.965497,-3.590920,-0.088683,12.498,10,2.1464
210339_wrong_localization,1786795756.027724981,-4.958759,-3.586312,-0.087679,12.561,10,2.1465
210339_wrong_localization,1786795756.127824545,-4.957950,-3.588450,-0.085653,12.602,10,2.1487
210339_wrong_localization,1786795756.228179216,-4.955874,-3.583780,-0.083996,12.502,10,2.1460
210339_wrong_localization,1786795756.327986240,-4.957314,-3.585062,-0.083504,12.510,10,2.1463
210339_wrong_localization,1786795756.427552700,-4.958156,-3.584827,-0.085776,12.507,10,2.1456
210339_wrong_localization,1786795756.527981520,-4.960117,-3.584851,-0.086751,12.526,10,2.1445
210339_wrong_localization,1786795756.627503157,-4.958848,-3.582344,-0.087218,12.548,10,2.1432
210339_wrong_localization,1786795756.728220701,-4.956328,-3.580396,-0.087558,12.547,11,2.1429
210339_wrong_localization,1786795756.828093052,-4.953729,-3.581642,-0.089120,12.544,11,2.1453
210339_wrong_localization,1786795756.927755117,-4.955872,-3.583230,-0.089874,12.544,11,2.1456
210339_wrong_localization,1786795757.027852774,-4.953483,-3.582519,-0.088093,12.599,11,2.1461
210339_wrong_localization,1786795757.127863169,-4.956446,-3.586411,-0.088450,12.572,10,2.1479
210339_wrong_localization,1786795757.227855921,-4.961112,-3.591328,-0.089020,12.555,10,2.1492
210339_wrong_localization,1786795757.327542782,-4.964543,-3.589898,-0.086632,12.507,10,2.1461
210339_wrong_localization,1786795757.427883625,-4.964763,-3.590501,-0.089091,12.523,10,2.1465
210339_wrong_localization,1786795757.527626991,-4.961984,-3.591620,-0.091840,12.511,10,2.1490
210339_wrong_localization,1786795757.627076864,-4.961393,-3.590776,-0.090248,12.524,10,2.1486
210339_wrong_localization,1786795757.728191614,-4.958402,-3.591011,-0.089416,12.548,10,2.1505
210339_wrong_localization,1786795757.827417612,-4.955902,-3.585858,-0.087270,12.536,10,2.1477
210339_wrong_localization,1786795757.934903145,-4.956391,-3.584115,-0.086473,12.531,10,2.1460
210339_wrong_localization,1786795758.027991056,-4.958418,-3.586337,-0.086962,12.544,10,2.1467
210339_wrong_localization,1786795758.126989365,-4.959425,-3.588481,-0.087726,12.539,10,2.1479
210339_wrong_localization,1786795758.227317572,-4.955620,-3.583150,-0.087792,12.524,11,2.1456
210339_wrong_localization,1786795758.328027248,-4.955898,-3.584193,-0.088023,12.507,10,2.1464
210339_wrong_localization,1786795758.429198027,-4.956267,-3.585588,-0.089216,12.510,10,2.1473
210339_wrong_localization,1786795758.527492046,-4.960755,-3.588920,-0.089051,12.522,10,2.1475
210339_wrong_localization,1786795758.628007174,-4.956078,-3.586819,-0.087489,12.503,10,2.1484
210339_wrong_localization,1786795758.728659153,-4.958087,-3.587192,-0.085570,12.514,10,2.1476
210339_wrong_localization,1786795758.827414513,-4.955183,-3.589045,-0.087568,12.525,10,2.1507
210339_wrong_localization,1786795758.927723408,-4.954908,-3.586503,-0.086841,12.536,10,2.1488
210339_wrong_localization,1786795759.027345896,-4.957747,-3.593035,-0.087418,12.546,10,2.1526
210339_wrong_localization,1786795759.126849651,-4.960567,-3.593022,-0.085468,12.503,10,2.1509
210339_wrong_localization,1786795759.229241371,-4.960601,-3.596853,-0.086700,12.537,10,2.1541
210339_wrong_localization,1786795759.327577114,-4.960839,-3.598091,-0.087347,12.521,10,2.1549
210339_wrong_localization,1786795759.427690029,-4.960214,-3.596315,-0.088390,12.531,10,2.1538
210339_wrong_localization,1786795759.527862310,-4.962614,-3.592518,-0.088737,12.544,10,2.1494
210339_wrong_localization,1786795759.627505779,-4.962866,-3.590228,-0.087070,12.518,10,2.1473
210339_wrong_localization,1786795759.727686167,-4.962372,-3.588844,-0.087000,12.537,10,2.1465
210339_wrong_localization,1786795759.827764988,-4.964700,-3.586190,-0.088422,12.498,10,2.1430
210339_wrong_localization,1786795759.925175428,-4.955918,-3.582619,-0.088475,12.506,11,2.1450
210339_wrong_localization,1786795760.025535345,-4.956249,-3.580129,-0.089266,12.507,11,2.1427
210339_wrong_localization,1786795760.129595518,-4.955318,-3.577442,-0.086611,12.487,11,2.1408
210339_wrong_localization,1786795760.227462292,-4.957718,-3.577787,-0.085905,12.473,11,2.1399
210339_wrong_localization,1786795760.327885628,-4.955385,-3.577666,-0.084660,12.505,11,2.1410
210339_wrong_localization,1786795760.427764654,-4.957729,-3.584232,-0.086101,12.517,10,2.1453
210339_wrong_localization,1786795760.527743816,-4.958908,-3.590408,-0.088568,12.519,10,2.1497
210339_wrong_localization,1786795760.627802372,-4.956688,-3.588261,-0.089972,12.522,10,2.1492
210339_wrong_localization,1786795760.727707148,-4.956586,-3.591459,-0.089562,12.492,10,2.1519
210339_wrong_localization,1786795760.825695992,-4.959899,-3.596282,-0.088135,12.500,10,2.1540
210339_wrong_localization,1786795760.927743912,-4.958054,-3.589346,-0.087040,12.518,10,2.1493
210339_wrong_localization,1786795761.027930021,-4.957706,-3.587856,-0.085693,12.490,10,2.1483
210339_wrong_localization,1786795761.127622128,-4.957670,-3.586014,-0.085436,12.525,10,2.1468
210339_wrong_localization,1786795761.229097366,-4.958290,-3.588435,-0.087153,12.498,10,2.1485
210339_wrong_localization,1786795761.328005075,-4.956654,-3.587346,-0.086209,12.492,10,2.1485
210339_wrong_localization,1786795761.427633524,-4.958140,-3.587809,-0.087513,12.510,10,2.1480
210339_wrong_localization,1786795761.528934240,-4.956044,-3.585743,-0.086705,12.530,10,2.1475
210339_wrong_localization,1786795761.627877474,-4.961713,-3.583359,-0.088600,12.517,10,2.1423
210339_wrong_localization,1786795761.725411654,-4.961627,-3.584525,-0.087607,12.492,10,2.1433
210339_wrong_localization,1786795761.827794313,-4.962310,-3.582573,-0.086446,12.501,10,2.1414
210339_wrong_localization,1786795761.927960396,-4.962665,-3.581697,-0.087032,12.473,10,2.1404
210339_wrong_localization,1786795762.027657747,-4.962952,-3.585593,-0.088072,12.497,10,2.1435
210339_wrong_localization,1786795762.127307177,-4.958938,-3.588284,-0.088168,12.509,10,2.1480
210339_wrong_localization,1786795762.227920532,-4.954189,-3.588922,-0.089645,12.497,10,2.1512
210339_wrong_localization,1786795762.327553988,-4.953104,-3.596653,-0.088970,12.512,10,2.1582
210339_wrong_localization,1786795762.427582026,-4.954310,-3.593214,-0.088604,12.512,10,2.1547
210339_wrong_localization,1786795762.529062986,-4.957608,-3.594411,-0.087526,12.523,10,2.1538
210339_wrong_localization,1786795762.625331163,-4.961699,-3.593868,-0.086688,12.533,10,2.1510
210339_wrong_localization,1786795762.727515459,-4.963556,-3.594000,-0.085680,12.489,10,2.1500
210339_wrong_localization,1786795762.827687979,-4.960198,-3.594283,-0.085736,12.514,10,2.1522
210339_wrong_localization,1786795762.927702427,-4.960312,-3.590497,-0.084833,12.505,10,2.1490
210339_wrong_localization,1786795763.027179718,-4.956921,-3.589345,-0.086010,12.562,10,2.1500
210339_wrong_localization,1786795763.129561186,-4.956429,-3.593423,-0.086711,12.515,10,2.1536
210339_wrong_localization,1786795763.227378845,-4.955928,-3.593883,-0.085934,12.518,10,2.1543
210339_wrong_localization,1786795763.327935219,-4.958695,-3.591776,-0.086322,12.481,10,2.1510
210339_wrong_localization,1786795763.429587126,-4.958390,-3.589921,-0.085625,12.500,10,2.1496
210339_wrong_localization,1786795763.529001951,-4.959683,-3.592916,-0.085868,12.506,10,2.1513
210339_wrong_localization,1786795763.628082514,-4.956866,-3.587968,-0.084864,12.506,10,2.1489
210339_wrong_localization,1786795763.727945089,-4.961713,-3.587834,-0.088351,12.508,10,2.1460
210339_wrong_localization,1786795763.829350471,-4.962774,-3.593704,-0.089397,12.523,10,2.1502
210339_wrong_localization,1786795763.928818703,-4.958885,-3.588880,-0.086369,12.480,10,2.1485
210339_wrong_localization,1786795764.027214289,-4.956782,-3.588853,-0.086356,12.486,10,2.1497
210339_wrong_localization,1786795764.127531290,-4.955977,-3.591807,-0.085268,12.538,10,2.1526
210339_wrong_localization,1786795764.229076147,-4.959251,-3.594851,-0.086646,12.536,10,2.1532
210339_wrong_localization,1786795764.328940868,-4.959066,-3.593429,-0.086778,12.535,10,2.1521
210339_wrong_localization,1786795764.429012775,-4.955231,-3.588122,-0.086905,12.516,10,2.1500
210339_wrong_localization,1786795764.529141903,-4.954306,-3.587707,-0.087763,12.519,10,2.1502
210339_wrong_localization,1786795764.629600525,-4.956429,-3.588062,-0.088415,12.520,10,2.1492
210339_wrong_localization,1786795764.727562904,-4.957739,-3.587667,-0.087970,12.523,10,2.1482
210339_wrong_localization,1786795764.827585936,-4.958960,-3.590990,-0.090175,12.528,10,2.1502
210339_wrong_localization,1786795764.927681446,-4.960000,-3.589225,-0.089286,12.527,10,2.1481
210339_wrong_localization,1786795765.029094458,-4.962148,-3.584924,-0.085782,12.515,10,2.1434
210339_wrong_localization,1786795765.128958225,-4.957042,-3.582632,-0.084643,12.486,10,2.1444
210339_wrong_localization,1786795765.229293823,-4.959950,-3.586345,-0.086170,12.503,10,2.1458
210339_wrong_localization,1786795765.328854084,-4.957349,-3.586983,-0.085731,12.513,10,2.1478
210339_wrong_localization,1786795765.429960489,-4.957519,-3.581889,-0.087012,12.500,10,2.1435
210339_wrong_localization,1786795765.529125690,-4.954019,-3.581369,-0.088908,12.543,11,2.1449
210339_wrong_localization,1786795765.628814697,-4.955041,-3.582329,-0.087373,12.490,11,2.1452
210339_wrong_localization,1786795765.728937149,-4.952643,-3.579741,-0.087268,12.511,11,2.1441
210339_wrong_localization,1786795765.828580618,-4.955244,-3.584218,-0.086653,12.497,11,2.1467
210339_wrong_localization,1786795765.928820133,-4.957845,-3.589268,-0.085714,12.550,10,2.1494
210339_wrong_localization,1786795766.028856993,-4.955347,-3.585206,-0.086534,12.526,10,2.1475
210339_wrong_localization,1786795766.129006386,-4.962588,-3.590370,-0.087098,12.548,10,2.1476
210339_wrong_localization,1786795766.229091644,-4.958730,-3.587586,-0.087624,12.532,10,2.1475
210339_wrong_localization,1786795766.328862190,-4.958557,-3.589012,-0.088508,12.520,10,2.1488
210339_wrong_localization,1786795766.427787304,-4.958555,-3.589509,-0.088726,12.541,10,2.1492
210339_wrong_localization,1786795766.527841568,-4.959088,-3.592586,-0.086706,12.522,10,2.1514
210339_wrong_localization,1786795766.628615618,-4.959839,-3.591767,-0.086563,12.524,10,2.1503
210339_wrong_localization,1786795766.729254723,-4.961288,-3.593497,-0.086206,12.509,10,2.1509
210339_wrong_localization,1786795766.827396870,-4.959803,-3.589373,-0.083734,12.516,10,2.1484
210339_wrong_localization,1786795766.927416563,-4.957558,-3.586672,-0.084561,12.513,10,2.1474
210339_wrong_localization,1786795767.027616739,-4.955411,-3.590368,-0.084612,12.523,10,2.1517
210339_wrong_localization,1786795767.128907681,-4.958201,-3.595849,-0.085834,12.550,10,2.1546
210339_wrong_localization,1786795767.229129076,-4.958418,-3.597053,-0.086829,12.560,10,2.1555
210339_wrong_localization,1786795767.327449083,-4.958847,-3.595652,-0.087099,12.552,10,2.1541
210339_wrong_localization,1786795767.429133892,-4.961822,-3.589923,-0.085758,12.508,10,2.1477
210339_wrong_localization,1786795767.527627468,-4.962320,-3.589208,-0.084722,12.524,10,2.1468
210339_wrong_localization,1786795767.627670527,-4.959865,-3.585527,-0.086544,12.517,10,2.1452
210339_wrong_localization,1786795767.727332115,-4.959192,-3.585278,-0.085912,12.517,10,2.1454
210339_wrong_localization,1786795767.827759743,-4.960210,-3.587249,-0.087778,12.504,10,2.1464
210339_wrong_localization,1786795767.927774906,-4.960503,-3.585325,-0.089184,12.507,10,2.1446
210339_wrong_localization,1786795768.027414322,-4.956892,-3.583947,-0.087570,12.517,10,2.1456
210339_wrong_localization,1786795768.127675772,-4.959036,-3.586790,-0.087363,12.518,10,2.1467
210339_wrong_localization,1786795768.227611065,-4.957926,-3.587375,-0.087033,12.482,10,2.1478
210339_wrong_localization,1786795768.327598572,-4.957974,-3.586058,-0.086529,12.537,10,2.1467
210339_wrong_localization,1786795768.427467585,-4.961113,-3.586345,-0.087474,12.513,10,2.1451
210339_wrong_localization,1786795768.529202461,-4.965234,-3.585361,-0.088610,12.512,10,2.1420
210339_wrong_localization,1786795768.627239227,-4.963948,-3.586659,-0.088843,12.508,10,2.1438
210339_wrong_localization,1786795768.726931572,-4.963544,-3.588046,-0.088718,12.503,10,2.1451
210339_wrong_localization,1786795768.829217434,-4.961092,-3.591839,-0.086760,12.542,10,2.1497
210339_wrong_localization,1786795768.927384138,-4.958052,-3.588444,-0.086214,12.515,10,2.1486
210339_wrong_localization,1786795769.027301788,-4.959353,-3.588936,-0.084375,12.510,10,2.1483
210339_wrong_localization,1786795769.127498627,-4.959672,-3.584116,-0.084021,12.529,10,2.1441
210339_wrong_localization,1786795769.225272179,-4.960407,-3.586323,-0.083784,12.498,10,2.1455
210339_wrong_localization,1786795769.327512503,-4.961544,-3.585303,-0.085674,12.505,10,2.1440
210339_wrong_localization,1786795769.427706718,-4.960891,-3.586175,-0.086324,12.508,10,2.1451
210339_wrong_localization,1786795769.527341604,-4.961083,-3.587242,-0.086452,12.504,10,2.1459
210339_wrong_localization,1786795769.627280474,-4.960273,-3.589270,-0.087009,12.539,10,2.1480
210339_wrong_localization,1786795769.727785826,-4.961003,-3.590606,-0.086424,12.541,10,2.1487
210339_wrong_localization,1786795769.828708887,-4.960207,-3.587439,-0.085959,12.529,10,2.1466
210339_wrong_localization,1786795769.929266691,-4.960875,-3.586344,-0.085680,12.510,10,2.1453
210339_wrong_localization,1786795770.025830746,-4.955501,-3.587262,-0.085723,12.508,10,2.1491
210339_wrong_localization,1786795770.126548052,-4.955114,-3.590179,-0.086257,12.532,10,2.1517
210339_wrong_localization,1786795770.228947878,-4.958350,-3.591299,-0.086184,12.499,10,2.1508
210339_wrong_localization,1786795770.328698635,-4.956456,-3.589653,-0.086597,12.538,10,2.1505
210339_wrong_localization,1786795770.428944588,-4.959090,-3.592093,-0.087555,12.541,10,2.1510
210339_wrong_localization,1786795770.528786898,-4.960944,-3.590946,-0.088286,12.554,10,2.1490
210339_wrong_localization,1786795770.629055500,-4.963244,-3.590445,-0.087752,12.487,10,2.1473
210339_wrong_localization,1786795770.728604794,-4.959424,-3.586213,-0.087178,12.525,10,2.1460
210339_wrong_localization,1786795770.828762054,-4.960330,-3.582057,-0.086236,12.523,10,2.1421
210339_wrong_localization,1786795770.927003145,-4.963288,-3.582607,-0.086685,12.466,10,2.1408
210339_wrong_localization,1786795771.026859045,-4.959849,-3.581432,-0.088204,12.516,10,2.1418
210339_wrong_localization,1786795771.128798485,-4.962770,-3.588104,-0.090725,12.528,10,2.1456
210339_wrong_localization,1786795771.229345322,-4.961412,-3.590658,-0.088825,12.492,10,2.1485
210339_wrong_localization,1786795771.328992844,-4.960774,-3.592214,-0.089155,12.520,10,2.1501
210339_wrong_localization,1786795771.427283049,-4.954797,-3.594382,-0.088186,12.539,10,2.1553
210339_wrong_localization,1786795771.529037476,-4.955864,-3.593475,-0.086408,12.506,10,2.1540
210339_wrong_localization,1786795771.628977776,-4.958862,-3.592116,-0.086614,12.491,10,2.1512
210339_wrong_localization,1786795771.727227449,-4.960027,-3.589322,-0.086252,12.482,10,2.1482
210339_wrong_localization,1786795771.829005241,-4.962101,-3.588428,-0.085879,12.485,10,2.1463
210339_wrong_localization,1786795771.928835392,-4.960786,-3.585092,-0.085052,12.519,10,2.1443
210339_wrong_localization,1786795772.027695179,-4.958667,-3.583299,-0.088229,12.518,10,2.1440
210339_wrong_localization,1786795772.129042625,-4.959344,-3.585962,-0.088747,12.510,10,2.1458
210339_wrong_localization,1786795772.227118254,-4.960704,-3.587991,-0.088271,12.480,10,2.1467
210339_wrong_localization,1786795772.328758240,-4.959955,-3.587904,-0.087487,12.518,10,2.1471
210339_wrong_localization,1786795772.429096937,-4.957824,-3.582601,-0.087878,12.491,10,2.1439
210339_wrong_localization,1786795772.527180195,-4.960207,-3.586952,-0.087324,12.511,10,2.1462
210339_wrong_localization,1786795772.627249241,-4.958129,-3.589864,-0.087327,12.530,10,2.1497
